,artistName,total_listens,genres
5870,N.W.A.,4,hip hop
9834,YG,4,pop rap
3961,James & Bobby Purify,4,rhythm and blues
4671,Keller Williams,4,progressive bluegrass
220,Allen Stone,4,retro soul
3365,Good Morning,4,experimental pop
3948,Jai Wolf,4,indie poptimism
7214,SZA,4,pop
6654,Pretty Lights,4,jazztronica
7232,Sam & Dave,4,brill building pop
6627,Portugal. The Man,4,rock
9864,Yeek,4,alternative r&b
90,Aaron Neville,4,soul
9935,Young the Giant,4,indie pop
6370,Part Time,4,indietronica
4338,John Legend,4,neo mellow
3572,HAIM,4,dance pop
5099,Lotus ,4,jam band
6142,ODESZA,4,ninja
6902,Rayland Baxter,4,stomp and holler
6285,Overcoats,4,electropop
9991,ZHU,4,house
4275,Johannes Bornlöf,4,calming instrumental
3287,Georgia Mass Choir,4,praise
9967,Yung Bae,4,future funk
6777,REZN,4,space rock
3423,Grand Funk Railroad,4,mellow gold
3786,Injury Reserve,4,rap
6780,RIOPY,4,neo-classical
5343,Maroon 5,4,pop
7037,Robin Bennich,4,background music
7054,Rodriguez,4,folk rock
5729,Monsune,4,bedroom pop
3766,Iggy Pop,4,alternative rock
7497,Slow Mass,4,indie punk
2030,Danny Brown,4,detroit hip hop
419,Ariel Pink,4,indie rock
1965,DJ Snake,4,dance pop
2028,Daniela Andrade,4,folk-pop
2017,Dan Auerbach,4,stomp and holler
1300,CHAI,4,japanese alternative rock
7891,Sugar Candy Mountain,4,indie garage rock
3179,G-Eazy,4,rap
928,Blitzen Trapper,4,deep new americana
1341,Camila Cabello,4,pop
8146,Terence Blanchard,4,contemporary post-bop
3106,Freddie Gibbs,4,underground hip hop
2594,Elder Island,4,electronica
1611,Chris Stapleton,4,contemporary country
1894,Curren$y,4,underground hip hop
2626,Ella Fitzgerald,4,vocal jazz
1644,City and Colour,4,canadian folk
8620,The Lone Bellow,4,stomp and holler
1590,Chiddy Bang,4,pop rap
7443,Sir Sly,4,shimmer pop
1049,Bon Iver,4,chamber pop
3029,Four Tops,4,soul
3214,Galaxie 500,4,gbvfi
2737,Erykah Badu,4,urban contemporary
3233,Gary Clark Jr.,4,blues rock
8034,Talib Kweli,4,alternative hip hop
7314,Schoolboy Q,4,gangster rap
595,Band Of Horses,4,modern rock
1490,Cat Stevens,4,soft rock
7601,Social House,4,pop
7624,SonReal,4,bc underground hip hop
3264,George Clinton,4,funk
831,Billie Eilish,4,electropop
1493,Cate Le Bon,3,art rock
4378,John Mellencamp,3,singer-songwriter
8675,The Marías,3,bedroom pop
8674,The Mamas & The Papas,3,sunshine pop
1573,Cherry Glazerr,3,indie garage rock
486,Avicii,3,big room
4494,Julie London,3,lounge
8680,The Meters,3,afrobeat
8709,The Modern Lovers,3,new wave
4486,Julia Jacklin,3,art pop
1515,Ceramic Animal,3,neo-psychedelic
4469,Jr. Walker & The All Stars,3,brill building pop
98,Abhi The Nomad,3,desi hip hop
4538,Justin Bieber,3,post-teen pop
1553,Charlotte Day Wilson,3,electropop
4285,John Cale,3,country rock
8083,Tedeschi Trucks Band,3,funk
8091,Tee Grizzley,3,detroit hip hop
8061,Taylor Swift,3,post-teen pop
8033,Taj Mahal,3,traditional blues
8101,Television,3,dance rock
7978,T. Rex,3,classic rock
7974,T-Pain,3,urban contemporary
2328,Dispatch,3,stomp and holler
4090,Jazz Addixx,3,jazz rap
8371,The Cure,3,dance rock
9662,Whethan,3,electropop
1896,Current Joys,3,indie pop
8404,The Devil Makes Three,3,indie folk
8435,The Doors,3,acid rock
2055,Dave,3,uk hip hop
2002,DaBaby,3,nc hip hop
2007,Damian Marley,3,modern reggae
6321,PREP,3,alternative r&b
4185,Jess Williamson,3,alternative americana
4272,Johannes Bornlof,3,calming instrumental
8757,The New Pornographers,3,alternative rock
8783,The Pharcyde,3,hardcore hip hop
1448,Cash Cash,3,tropical house
960,Blue Oyster Cult,3,soft rock
9206,Tom Petty,3,country rock
9184,Tiësto,3,tropical house
4993,Lil Pump,3,trap
4986,Lil Mosey,3,vapor trap
938,BlocBoy JB,3,vapor trap
5034,Lit,3,socal pop punk
5356,Marshmello,3,brostep
1069,Bonobo,3,jazztronica
9020,The Weeknd,3,pop
9523,Vincent,3,edm
5552,Michael Bublé,3,adult standards
5556,Michael Jackson,3,pop
5575,Microphones,3,alternative rock
1026,Bomb the Music Industry,3,anti-folk
4946,Lettuce,3,modern funk
4941,Leonard Cohen,3,singer-songwriter
693,Belle and Sebastian,3,indie folk
9396,Two Friends,3,tropical house
10082,moe.,3,progressive bluegrass
9380,Turnover,3,indie rock
5144,Love,3,roots rock
9436,Umphreys McGee,3,progressive bluegrass
9434,UGK (Underground Kingz),3,trap
683,Beirut,3,albuquerque indie
5111,Loud Luxury,3,dance pop
828,Bill Withers,3,motown
860,Billy Preston,3,funk
5314,Manwolves,3,bedroom soul
5323,Maribou State,3,electronica
9230,Tomppabeats,3,lo-fi beats
5063,Little Simz,3,trap queen
800,Big Words,3,australian r&b
802,Bill Evans,3,adult standards
1356,Cannonball Adderley,3,jazz blues
8810,The Raconteurs,3,supergroup
4634,Kat Wright,3,vermont indie
4057,Jay Prince,3,uk alternative hip hop
1296,BØRNS,3,rock
8851,The Sea and Cake,3,slow core
5751,Morgan Page,3,progressive house
4691,Kevin Abstract,3,rap
4588,Kali Uchis,3,pop
80,A$AP Mob,3,southern hip hop
5896,NGHTMRE,3,electronic trap
5881,NAV,3,canadian hip hop
1176,Brian Eno,3,minimalism
10055,dijon,3,bedroom soul
1181,Broken Bells,3,alternative dance
46,50 Cent,3,east coast hip hop
1259,Buffalo Springfield,3,country rock
1290,Busty and the Bass,3,modern funk
10037,benny blanco,3,pop rap
1235,Bruce Springsteen,3,classic rock
4821,LANY,3,pop
4797,Kodak Black,3,trap
3668,Hezekiah Walker,3,gospel
7535,Smallpools,3,modern rock
3678,Hippie Sabotage,3,edm
2893,Fenne Lily,3,bristol indie
9714,Wild Nothing,3,indie pop
2831,Fat Joe,3,bronx hip hop
6838,Rage Against The Machine,3,post-grunge
234,Allman Brothers Band,3,hard rock
9797,Wynton Marsalis,3,jazz
3638,Hearts & Colors,3,viral pop
2929,Fitz and The Tantrums,3,modern rock
7492,Slave,3,urban contemporary
2907,Field Medic,3,small room
7508,Slowdive,3,shoegaze
3720,Hot Chip,3,alternative dance
218,Allan Kingdom,3,underground hip hop
6775,REASON,3,underground hip hop
7746,Statik Selektah,3,underground hip hop
3809,Iration,3,reggae rock
2674,Elton John,3,glam rock
2681,Emily King,3,funk
2622,Elephant Revival,3,washboard
6679,Psychedelic Porn Crumpets,3,neo-psychedelic
2608,Electric Light Orchestra,3,bow pop
2711,Empty Country,3,indie rock
7719,Sports,3,indie garage rock
3750,Hundred Waters,3,gainesville indie
7172,SBTRKT,3,electropop
3404,Graham Nash,3,psychedelic rock
7151,Ryan Montbleau,3,deep new americana
3180,G. Love & Special Sauce,3,jam band
7166,SALES,3,orlando indie
7363,Sharon Jones & The Dap-Kings,3,retro soul
3432,Grandaddy,3,dream pop
7130,Run The Jewels,3,alternative hip hop
249,Alt-J,3,indie rock
7228,Sabrina Claudio,3,alternative r&b
7287,Sarah Vaughan,3,lounge
7282,Sarah Jarosz,3,stomp and holler
7193,STRFKR,3,chillwave
3368,Goose,3,jamtronica
3565,Gwen McCrae,3,disco
2993,Flying Lotus,3,electronica
7448,Skegss,3,australian hip hop
3540,Guns N Roses,3,rock
