,trackName,artistName,total_listens_track,genres
1910,All Day Long,CHANCE THE RAPPER,5,conscious hip hop
1909,All Day Long,CHANCE THE RAPPER,5,chicago rap
58312,You Say Im in Love,Banes World,5,bedroom pop
58313,You Say Im in Love,Banes World,5,indie garage rock
53352,Two Matches (feat. Ab-Soul),Mac Miller,5,rap
53351,Two Matches (feat. Ab-Soul),Mac Miller,5,pittsburgh rap
14617,Endors Toi - Live,Tame Impala,5,neo-psychedelic
34549,No Halo,Kevin Morby,5,modern folk rock
14616,Endors Toi - Live,Tame Impala,5,australian psych
34542,No Halo,Kevin Morby,5,art pop
34543,No Halo,Kevin Morby,5,chamber pop
34544,No Halo,Kevin Morby,5,freak folk
34545,No Halo,Kevin Morby,5,funk
34546,No Halo,Kevin Morby,5,indie folk
34547,No Halo,Kevin Morby,5,indie rock
34548,No Halo,Kevin Morby,5,kc indie
10946,Cudi Zone,Kid Cudi,5,hip hop
10948,Cudi Zone,Kid Cudi,5,rap
51361,The What,The Notorious B.I.G.,5,gangster rap
14421,Electric Relaxation,A Tribe Called Quest,5,east coast hip hop
14372,"El Paso - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",Grateful Dead,5,roots rock
14371,"El Paso - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",Grateful Dead,5,rock
14370,"El Paso - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",Grateful Dead,5,psychedelic rock
14369,"El Paso - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",Grateful Dead,5,mellow gold
14368,"El Paso - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",Grateful Dead,5,jam band
14367,"El Paso - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",Grateful Dead,5,folk rock
14366,"El Paso - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",Grateful Dead,5,country rock
14365,"El Paso - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",Grateful Dead,5,cosmic american
14364,"El Paso - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",Grateful Dead,5,classic rock
58454,"You, In Weird Cities",Jeff Rosenstock,5,lo-fi
58455,"You, In Weird Cities",Jeff Rosenstock,5,modern power pop
1669,Aint That Love,Ray Charles,5,vocal jazz
1668,Aint That Love,Ray Charles,5,soul blues
1667,Aint That Love,Ray Charles,5,soul
1666,Aint That Love,Ray Charles,5,piano blues
1665,Aint That Love,Ray Charles,5,jazz blues
1664,Aint That Love,Ray Charles,5,classic soul
1663,Aint That Love,Ray Charles,5,adult standards
51360,The What,The Notorious B.I.G.,5,east coast hip hop
58453,"You, In Weird Cities",Jeff Rosenstock,5,indie rock
58452,"You, In Weird Cities",Jeff Rosenstock,5,indie punk
58451,"You, In Weird Cities",Jeff Rosenstock,5,folk punk
34762,No Voodoo,Allah-Las,5,indie garage rock
14420,Electric Relaxation,A Tribe Called Quest,5,conscious hip hop
14419,Electric Relaxation,A Tribe Called Quest,5,alternative hip hop
34718,No Role Modelz,J. Cole,5,hip hop
34719,No Role Modelz,J. Cole,5,nc hip hop
34720,No Role Modelz,J. Cole,5,pop rap
34721,No Role Modelz,J. Cole,5,rap
34760,No Voodoo,Allah-Las,5,freak folk
34761,No Voodoo,Allah-Las,5,garage rock
34763,No Voodoo,Allah-Las,5,indie surf
58450,"You, In Weird Cities",Jeff Rosenstock,5,emo
34764,No Voodoo,Allah-Las,5,neo-psychedelic
34765,No Voodoo,Allah-Las,5,noise pop
40296,Rental Love,Lake Street Dive,5,stomp and holler
40295,Rental Love,Lake Street Dive,5,new americana
40294,Rental Love,Lake Street Dive,5,indie folk
40293,Rental Love,Lake Street Dive,5,boston rock
58448,"You, In Weird Cities",Jeff Rosenstock,5,alternative emo
58449,"You, In Weird Cities",Jeff Rosenstock,5,anti-folk
42897,Shadow People,Dr. Dog,5,chamber pop
16807,For Free? - Interlude,Kendrick Lamar,5,west coast rap
42899,Shadow People,Dr. Dog,5,garage rock
19812,Had It All,Allah-Las,5,noise pop
19810,Had It All,Allah-Las,5,indie surf
19809,Had It All,Allah-Las,5,indie garage rock
19808,Had It All,Allah-Las,5,garage rock
19807,Had It All,Allah-Las,5,freak folk
19805,Habit,Still Woozy,5,oakland indie
19804,Habit,Still Woozy,5,modern rock
19803,Habit,Still Woozy,5,indie pop
19802,Habit,Still Woozy,5,bedroom pop
44769,Somebodys Calling Me,LCD Soundsystem,5,rock
44768,Somebodys Calling Me,LCD Soundsystem,5,new rave
44767,Somebodys Calling Me,LCD Soundsystem,5,modern rock
44766,Somebodys Calling Me,LCD Soundsystem,5,indietronica
44765,Somebodys Calling Me,LCD Soundsystem,5,indie rock
44764,Somebodys Calling Me,LCD Soundsystem,5,indie pop
44763,Somebodys Calling Me,LCD Soundsystem,5,garage rock
44762,Somebodys Calling Me,LCD Soundsystem,5,electronica
44761,Somebodys Calling Me,LCD Soundsystem,5,electronic rock
19811,Had It All,Allah-Las,5,neo-psychedelic
26626,Just Dumb Enough to Try,Father John Misty,5,stomp and holler
44759,Somebodys Calling Me,LCD Soundsystem,5,alternative rock
26625,Just Dumb Enough to Try,Father John Misty,5,rock
26414,Juicy - 2005 Remaster,The Notorious B.I.G.,5,east coast hip hop
26415,Juicy - 2005 Remaster,The Notorious B.I.G.,5,gangster rap
26416,Juicy - 2005 Remaster,The Notorious B.I.G.,5,hardcore hip hop
26417,Juicy - 2005 Remaster,The Notorious B.I.G.,5,hip hop
26418,Juicy - 2005 Remaster,The Notorious B.I.G.,5,rap
56244,When It Was Wrong,The California Honeydrops,5,bay area indie
56245,When It Was Wrong,The California Honeydrops,5,deep new americana
56246,When It Was Wrong,The California Honeydrops,5,funk
56247,When It Was Wrong,The California Honeydrops,5,indie folk
56248,When It Was Wrong,The California Honeydrops,5,modern funk
26579,Just Along for the Ride,Djo,5,psychedelic pop
26619,Just Dumb Enough to Try,Father John Misty,5,art pop
26620,Just Dumb Enough to Try,Father John Misty,5,chamber pop
26621,Just Dumb Enough to Try,Father John Misty,5,freak folk
26622,Just Dumb Enough to Try,Father John Misty,5,indie folk
26623,Just Dumb Enough to Try,Father John Misty,5,indie pop
26624,Just Dumb Enough to Try,Father John Misty,5,indie rock
44760,Somebodys Calling Me,LCD Soundsystem,5,dance-punk
44758,Somebodys Calling Me,LCD Soundsystem,5,alternative dance
19882,Half Full Glass Of Wine,Tame Impala,5,neo-psychedelic
27102,Kinder Blumen,Real Estate,5,freak folk
27104,Kinder Blumen,Real Estate,5,indie rock
27105,Kinder Blumen,Real Estate,5,indietronica
27106,Kinder Blumen,Real Estate,5,lo-fi
27107,Kinder Blumen,Real Estate,5,modern rock
27108,Kinder Blumen,Real Estate,5,new jersey indie
27109,Kinder Blumen,Real Estate,5,noise pop
27110,Kinder Blumen,Real Estate,5,nu gaze
27111,Kinder Blumen,Real Estate,5,shimmer pop
27119,King And Lionheart,Of Monsters And Men,5,folk-pop
27120,King And Lionheart,Of Monsters And Men,5,indie pop
27121,King And Lionheart,Of Monsters And Men,5,metropopolis
27122,King And Lionheart,Of Monsters And Men,5,modern rock
27123,King And Lionheart,Of Monsters And Men,5,pop rock
27124,King And Lionheart,Of Monsters And Men,5,stomp and holler
27125,King Harvest (Has Surely Come) - Remastered,The Band,5,album rock
27126,King Harvest (Has Surely Come) - Remastered,The Band,5,blues rock
27127,King Harvest (Has Surely Come) - Remastered,The Band,5,classic canadian rock
27103,Kinder Blumen,Real Estate,5,indie pop
27101,Kinder Blumen,Real Estate,5,experimental pop
56313,When You Awake - Remastered 2000,The Band,5,album rock
27100,Kinder Blumen,Real Estate,5,chillwave
56314,When You Awake - Remastered 2000,The Band,5,blues rock
56315,When You Awake - Remastered 2000,The Band,5,classic canadian rock
56316,When You Awake - Remastered 2000,The Band,5,classic rock
56317,When You Awake - Remastered 2000,The Band,5,cosmic american
56318,When You Awake - Remastered 2000,The Band,5,country rock
56319,When You Awake - Remastered 2000,The Band,5,folk
56320,When You Awake - Remastered 2000,The Band,5,folk rock
56321,When You Awake - Remastered 2000,The Band,5,heartland rock
56322,When You Awake - Remastered 2000,The Band,5,jam band
56323,When You Awake - Remastered 2000,The Band,5,mellow gold
56324,When You Awake - Remastered 2000,The Band,5,psychedelic rock
56325,When You Awake - Remastered 2000,The Band,5,rock
56326,When You Awake - Remastered 2000,The Band,5,roots rock
56327,When You Awake - Remastered 2000,The Band,5,soft rock
56328,When You Awake - Remastered 2000,The Band,5,traditional folk
27098,Kinder Blumen,Real Estate,5,art pop
27099,Kinder Blumen,Real Estate,5,chamber pop
19881,Half Full Glass Of Wine,Tame Impala,5,australian psych
19900,Half Light II (No Celebration),Arcade Fire,5,alternative dance
26035,Jawbone - Remastered 2000,The Band,5,psychedelic rock
5879,Blood Red Sentimental Blues,Cotton Jones,5,stomp and holler
5877,Blood Red Sentimental Blues,Cotton Jones,5,neo-psychedelic
5876,Blood Red Sentimental Blues,Cotton Jones,5,indie rock
5875,Blood Red Sentimental Blues,Cotton Jones,5,indie folk
5874,Blood Red Sentimental Blues,Cotton Jones,5,funk
5873,Blood Red Sentimental Blues,Cotton Jones,5,freak folk
5872,Blood Red Sentimental Blues,Cotton Jones,5,chamber pop
5871,Blood Red Sentimental Blues,Cotton Jones,5,baroque pop
26133,Jemima Surrender - Remastered 2000,The Band,5,psychedelic rock
26134,Jemima Surrender - Remastered 2000,The Band,5,rock
26135,Jemima Surrender - Remastered 2000,The Band,5,roots rock
26136,Jemima Surrender - Remastered 2000,The Band,5,soft rock
26137,Jemima Surrender - Remastered 2000,The Band,5,traditional folk
20008,Handsome,CHANCE THE RAPPER,5,rap
20007,Handsome,CHANCE THE RAPPER,5,pop rap
20006,Handsome,CHANCE THE RAPPER,5,hip hop
20005,Handsome,CHANCE THE RAPPER,5,conscious hip hop
20004,Handsome,CHANCE THE RAPPER,5,chicago rap
5878,Blood Red Sentimental Blues,Cotton Jones,5,roots rock
26132,Jemima Surrender - Remastered 2000,The Band,5,mellow gold
19992,Hands,Mac Miller,5,pittsburgh rap
26131,Jemima Surrender - Remastered 2000,The Band,5,jam band
26037,Jawbone - Remastered 2000,The Band,5,roots rock
26038,Jawbone - Remastered 2000,The Band,5,soft rock
26039,Jawbone - Remastered 2000,The Band,5,traditional folk
48341,Teach Me (feat. Kiesza),Joey Bada$$,5,conscious hip hop
48342,Teach Me (feat. Kiesza),Joey Bada$$,5,hip hop
48343,Teach Me (feat. Kiesza),Joey Bada$$,5,rap
48344,Teach Me (feat. Kiesza),Joey Bada$$,5,southern hip hop
48345,Teach Me (feat. Kiesza),Joey Bada$$,5,underground hip hop
26122,Jemima Surrender - Remastered 2000,The Band,5,album rock
26123,Jemima Surrender - Remastered 2000,The Band,5,blues rock
26124,Jemima Surrender - Remastered 2000,The Band,5,classic canadian rock
26125,Jemima Surrender - Remastered 2000,The Band,5,classic rock
26126,Jemima Surrender - Remastered 2000,The Band,5,cosmic american
26127,Jemima Surrender - Remastered 2000,The Band,5,country rock
26128,Jemima Surrender - Remastered 2000,The Band,5,folk
26129,Jemima Surrender - Remastered 2000,The Band,5,folk rock
26130,Jemima Surrender - Remastered 2000,The Band,5,heartland rock
19993,Hands,Mac Miller,5,rap
19991,Hands,Mac Miller,5,hip hop
19901,Half Light II (No Celebration),Arcade Fire,5,alternative rock
8442,Catahoula Man,Generationals,5,shimmer pop
19925,Half a Million,The Shins,5,garage rock
19924,Half a Million,The Shins,5,chamber pop
19923,Half a Million,The Shins,5,alternative rock
19922,Half a Million,The Shins,5,albuquerque indie
19914,Half Light II (No Celebration),Arcade Fire,5,rock
19913,Half Light II (No Celebration),Arcade Fire,5,quebec indie
19912,Half Light II (No Celebration),Arcade Fire,5,permanent wave
19911,Half Light II (No Celebration),Arcade Fire,5,new rave
19910,Half Light II (No Celebration),Arcade Fire,5,modern rock
19909,Half Light II (No Celebration),Arcade Fire,5,indietronica
19908,Half Light II (No Celebration),Arcade Fire,5,indie rock
19907,Half Light II (No Celebration),Arcade Fire,5,indie pop
19906,Half Light II (No Celebration),Arcade Fire,5,garage rock
19905,Half Light II (No Celebration),Arcade Fire,5,dance-punk
19904,Half Light II (No Celebration),Arcade Fire,5,chamber pop
19903,Half Light II (No Celebration),Arcade Fire,5,canadian indie
19902,Half Light II (No Celebration),Arcade Fire,5,baroque pop
8443,Catahoula Man,Generationals,5,stomp and holler
8441,Catahoula Man,Generationals,5,new orleans indie
19931,Half a Million,The Shins,5,stomp and holler
8440,Catahoula Man,Generationals,5,modern rock
19930,Half a Million,The Shins,5,portland indie
19929,Half a Million,The Shins,5,modern rock
19928,Half a Million,The Shins,5,indie rock
19927,Half a Million,The Shins,5,indie pop
19926,Half a Million,The Shins,5,indie folk
26324,Johnny Is Dead,Q-Tip,5,alternative hip hop
42900,Shadow People,Dr. Dog,5,indie folk
26326,Johnny Is Dead,Q-Tip,5,hardcore hip hop
26327,Johnny Is Dead,Q-Tip,5,hip hop
26328,Johnny Is Dead,Q-Tip,5,neo soul
26329,Johnny Is Dead,Q-Tip,5,queens hip hop
8434,Catahoula Man,Generationals,5,alternative dance
8435,Catahoula Man,Generationals,5,chamber pop
8436,Catahoula Man,Generationals,5,chillwave
8437,Catahoula Man,Generationals,5,indie pop
8438,Catahoula Man,Generationals,5,indie rock
8439,Catahoula Man,Generationals,5,indietronica
27128,King Harvest (Has Surely Come) - Remastered,The Band,5,classic rock
27129,King Harvest (Has Surely Come) - Remastered,The Band,5,cosmic american
27130,King Harvest (Has Surely Come) - Remastered,The Band,5,country rock
18933,Gone for Good,The Shins,5,garage rock
44319,Smoochie,Father John Misty,5,chamber pop
44318,Smoochie,Father John Misty,5,art pop
18931,Gone for Good,The Shins,5,alternative rock
18930,Gone for Good,The Shins,5,albuquerque indie
27784,Last Call,Kanye West,5,chicago rap
27785,Last Call,Kanye West,5,rap
27854,Late Night,Tennis,5,art pop
27855,Late Night,Tennis,5,chamber pop
27856,Late Night,Tennis,5,chillwave
27857,Late Night,Tennis,5,denver indie
27858,Late Night,Tennis,5,dream pop
27859,Late Night,Tennis,5,electropop
27860,Late Night,Tennis,5,experimental pop
27861,Late Night,Tennis,5,indie pop
27862,Late Night,Tennis,5,indie rock
27863,Late Night,Tennis,5,indie surf
27864,Late Night,Tennis,5,shimmer pop
18932,Gone for Good,The Shins,5,chamber pop
18934,Gone for Good,The Shins,5,indie folk
44165,Slow Jamz,Kanye West,5,chicago rap
18935,Gone for Good,The Shins,5,indie pop
44324,Smoochie,Father John Misty,5,rock
44323,Smoochie,Father John Misty,5,indie rock
44322,Smoochie,Father John Misty,5,indie pop
44321,Smoochie,Father John Misty,5,indie folk
18939,Gone for Good,The Shins,5,stomp and holler
44320,Smoochie,Father John Misty,5,freak folk
8838,Chateau Lobby #4 (in C for Two Virgins),Father John Misty,5,art pop
8839,Chateau Lobby #4 (in C for Two Virgins),Father John Misty,5,chamber pop
8840,Chateau Lobby #4 (in C for Two Virgins),Father John Misty,5,freak folk
8841,Chateau Lobby #4 (in C for Two Virgins),Father John Misty,5,indie folk
8842,Chateau Lobby #4 (in C for Two Virgins),Father John Misty,5,indie pop
8843,Chateau Lobby #4 (in C for Two Virgins),Father John Misty,5,indie rock
8844,Chateau Lobby #4 (in C for Two Virgins),Father John Misty,5,rock
8845,Chateau Lobby #4 (in C for Two Virgins),Father John Misty,5,stomp and holler
18938,Gone for Good,The Shins,5,portland indie
18937,Gone for Good,The Shins,5,modern rock
18936,Gone for Good,The Shins,5,indie rock
44166,Slow Jamz,Kanye West,5,rap
56647,White Label,Nas,5,conscious hip hop
19523,Greenbax (Introlude),Joey Bada$$,5,underground hip hop
49074,The Bend,Real Estate,5,indietronica
49076,The Bend,Real Estate,5,modern rock
49077,The Bend,Real Estate,5,new jersey indie
49078,The Bend,Real Estate,5,noise pop
49079,The Bend,Real Estate,5,nu gaze
49080,The Bend,Real Estate,5,shimmer pop
49092,The Big Country - 2005 Remaster,Talking Heads,5,art punk
49093,The Big Country - 2005 Remaster,Talking Heads,5,art rock
49094,The Big Country - 2005 Remaster,Talking Heads,5,dance rock
49095,The Big Country - 2005 Remaster,Talking Heads,5,funk rock
49096,The Big Country - 2005 Remaster,Talking Heads,5,new wave
49097,The Big Country - 2005 Remaster,Talking Heads,5,permanent wave
49098,The Big Country - 2005 Remaster,Talking Heads,5,post-punk
49099,The Big Country - 2005 Remaster,Talking Heads,5,rock
49100,The Big Country - 2005 Remaster,Talking Heads,5,zolo
56682,White Moon - iTunes Session Remix,Beach House,5,art pop
56683,White Moon - iTunes Session Remix,Beach House,5,baltimore indie
56684,White Moon - iTunes Session Remix,Beach House,5,chamber pop
49075,The Bend,Real Estate,5,lo-fi
49073,The Bend,Real Estate,5,indie rock
56648,White Label,Nas,5,east coast hip hop
49072,The Bend,Real Estate,5,indie pop
27918,Lava,Still Woozy,5,bedroom pop
27919,Lava,Still Woozy,5,indie pop
4929,Best Friend,Rex Orange County,5,pop
4928,Best Friend,Rex Orange County,5,indie r&b
4927,Best Friend,Rex Orange County,5,bedroom pop
56649,White Label,Nas,5,gangster rap
56650,White Label,Nas,5,hardcore hip hop
56651,White Label,Nas,5,hip hop
27920,Lava,Still Woozy,5,modern rock
27921,Lava,Still Woozy,5,oakland indie
56652,White Label,Nas,5,queens hip hop
56653,White Label,Nas,5,rap
49067,The Bend,Real Estate,5,art pop
49068,The Bend,Real Estate,5,chamber pop
49069,The Bend,Real Estate,5,chillwave
49070,The Bend,Real Estate,5,experimental pop
49071,The Bend,Real Estate,5,freak folk
44325,Smoochie,Father John Misty,5,stomp and holler
27591,Ladies Of Cambridge,Vampire Weekend,5,modern rock
27590,Ladies Of Cambridge,Vampire Weekend,5,indie rock
27182,King of Carrot Flowers Pts. 2 & 3,Neutral Milk Hotel,5,athens indie
8694,Change,J. Cole,5,hip hop
8695,Change,J. Cole,5,nc hip hop
8696,Change,J. Cole,5,pop rap
8697,Change,J. Cole,5,rap
27183,King of Carrot Flowers Pts. 2 & 3,Neutral Milk Hotel,5,chamber pop
27184,King of Carrot Flowers Pts. 2 & 3,Neutral Milk Hotel,5,e6fi
27185,King of Carrot Flowers Pts. 2 & 3,Neutral Milk Hotel,5,freak folk
27186,King of Carrot Flowers Pts. 2 & 3,Neutral Milk Hotel,5,indie pop
27187,King of Carrot Flowers Pts. 2 & 3,Neutral Milk Hotel,5,indie rock
27188,King of Carrot Flowers Pts. 2 & 3,Neutral Milk Hotel,5,lo-fi
27189,King of Carrot Flowers Pts. 2 & 3,Neutral Milk Hotel,5,modern rock
27190,King of Carrot Flowers Pts. 2 & 3,Neutral Milk Hotel,5,noise pop
44495,So Now What,The Shins,5,stomp and holler
44494,So Now What,The Shins,5,portland indie
44493,So Now What,The Shins,5,modern rock
44492,So Now What,The Shins,5,indie rock
44491,So Now What,The Shins,5,indie pop
8693,Change,J. Cole,5,conscious hip hop
27181,King of Carrot Flowers Pts. 2 & 3,Neutral Milk Hotel,5,anti-folk
27589,Ladies Of Cambridge,Vampire Weekend,5,indie pop
19384,"Grandma (feat. Antwaun Stanley, David T. Walker & James Gadson)",Vulfpeck,5,ann arbor indie
19522,Greenbax (Introlude),Joey Bada$$,5,southern hip hop
19521,Greenbax (Introlude),Joey Bada$$,5,rap
19520,Greenbax (Introlude),Joey Bada$$,5,hip hop
19519,Greenbax (Introlude),Joey Bada$$,5,conscious hip hop
27131,King Harvest (Has Surely Come) - Remastered,The Band,5,folk
27132,King Harvest (Has Surely Come) - Remastered,The Band,5,folk rock
27133,King Harvest (Has Surely Come) - Remastered,The Band,5,heartland rock
27134,King Harvest (Has Surely Come) - Remastered,The Band,5,jam band
27135,King Harvest (Has Surely Come) - Remastered,The Band,5,mellow gold
27136,King Harvest (Has Surely Come) - Remastered,The Band,5,psychedelic rock
27137,King Harvest (Has Surely Come) - Remastered,The Band,5,rock
27138,King Harvest (Has Surely Come) - Remastered,The Band,5,roots rock
27139,King Harvest (Has Surely Come) - Remastered,The Band,5,soft rock
27140,King Harvest (Has Surely Come) - Remastered,The Band,5,traditional folk
27180,King of Carrot Flowers Pts. 2 & 3,Neutral Milk Hotel,5,alternative rock
19386,"Grandma (feat. Antwaun Stanley, David T. Walker & James Gadson)",Vulfpeck,5,instrumental funk
19385,"Grandma (feat. Antwaun Stanley, David T. Walker & James Gadson)",Vulfpeck,5,funk rock
44490,So Now What,The Shins,5,indie folk
44489,So Now What,The Shins,5,garage rock
44488,So Now What,The Shins,5,chamber pop
44487,So Now What,The Shins,5,alternative rock
27394,Kush & Corinthians,Kendrick Lamar,5,west coast rap
5122,Big Dusty,Joey Bada$$,5,underground hip hop
19030,Good Kisser - Recorded at Spotify Studios NYC,Lake Street Dive,5,new americana
5121,Big Dusty,Joey Bada$$,5,southern hip hop
5120,Big Dusty,Joey Bada$$,5,rap
5119,Big Dusty,Joey Bada$$,5,hip hop
5118,Big Dusty,Joey Bada$$,5,conscious hip hop
44348,Snakes,Mick Jenkins,5,underground hip hop
44347,Snakes,Mick Jenkins,5,rap
44346,Snakes,Mick Jenkins,5,hip hop
44345,Snakes,Mick Jenkins,5,escape room
44344,Snakes,Mick Jenkins,5,drill
44343,Snakes,Mick Jenkins,5,conscious hip hop
19029,Good Kisser - Recorded at Spotify Studios NYC,Lake Street Dive,5,indie folk
19028,Good Kisser - Recorded at Spotify Studios NYC,Lake Street Dive,5,boston rock
44342,Snakes,Mick Jenkins,5,chicago rap
27588,Ladies Of Cambridge,Vampire Weekend,5,baroque pop
19031,Good Kisser - Recorded at Spotify Studios NYC,Lake Street Dive,5,stomp and holler
27393,Kush & Corinthians,Kendrick Lamar,5,rap
27392,Kush & Corinthians,Kendrick Lamar,5,hip hop
44446,So Im Growing Old on Magic Mountain,Father John Misty,5,chamber pop
44486,So Now What,The Shins,5,albuquerque indie
44452,So Im Growing Old on Magic Mountain,Father John Misty,5,stomp and holler
44451,So Im Growing Old on Magic Mountain,Father John Misty,5,rock
44450,So Im Growing Old on Magic Mountain,Father John Misty,5,indie rock
44449,So Im Growing Old on Magic Mountain,Father John Misty,5,indie pop
44448,So Im Growing Old on Magic Mountain,Father John Misty,5,indie folk
44447,So Im Growing Old on Magic Mountain,Father John Misty,5,freak folk
44445,So Im Growing Old on Magic Mountain,Father John Misty,5,art pop
27391,Kush & Corinthians,Kendrick Lamar,5,conscious hip hop
27366,Kokopelli,Mild High Club,5,indie garage rock
27367,Kokopelli,Mild High Club,5,neo-psychedelic
27386,Kush,Lil Wayne,5,hip hop
27387,Kush,Lil Wayne,5,new orleans rap
27388,Kush,Lil Wayne,5,pop rap
27389,Kush,Lil Wayne,5,rap
27390,Kush,Lil Wayne,5,trap
26036,Jawbone - Remastered 2000,The Band,5,rock
26034,Jawbone - Remastered 2000,The Band,5,mellow gold
56686,White Moon - iTunes Session Remix,Beach House,5,dream pop
6832,Bright Leaves,Wilco,5,indie rock
6830,Bright Leaves,Wilco,5,indie folk
6829,Bright Leaves,Wilco,5,chicago indie
6828,Bright Leaves,Wilco,5,chamber pop
6827,Bright Leaves,Wilco,5,alternative rock
6826,Bright Leaves,Wilco,5,alternative country
55599,Welcome to Vulf Records,Vulfpeck,5,ann arbor indie
55600,Welcome to Vulf Records,Vulfpeck,5,funk rock
55601,Welcome to Vulf Records,Vulfpeck,5,instrumental funk
55019,Watch the Tapes,LCD Soundsystem,5,rock
55018,Watch the Tapes,LCD Soundsystem,5,new rave
55017,Watch the Tapes,LCD Soundsystem,5,modern rock
55016,Watch the Tapes,LCD Soundsystem,5,indietronica
55015,Watch the Tapes,LCD Soundsystem,5,indie rock
55014,Watch the Tapes,LCD Soundsystem,5,indie pop
55013,Watch the Tapes,LCD Soundsystem,5,garage rock
55012,Watch the Tapes,LCD Soundsystem,5,electronica
55011,Watch the Tapes,LCD Soundsystem,5,electronic rock
6831,Bright Leaves,Wilco,5,indie pop
6833,Bright Leaves,Wilco,5,rock
55009,Watch the Tapes,LCD Soundsystem,5,alternative rock
6834,Bright Leaves,Wilco,5,roots rock
47467,Surf,Mac Miller,5,pittsburgh rap
47468,Surf,Mac Miller,5,rap
23641,I Want To Tell You - Remastered 2009,The Beatles,5,british invasion
23642,I Want To Tell You - Remastered 2009,The Beatles,5,classic rock
23643,I Want To Tell You - Remastered 2009,The Beatles,5,merseybeat
23644,I Want To Tell You - Remastered 2009,The Beatles,5,psychedelic rock
23645,I Want To Tell You - Remastered 2009,The Beatles,5,rock
46221,Stoned On You,Jaymes Young,5,pop
46220,Stoned On You,Jaymes Young,5,modern rock
46219,Stoned On You,Jaymes Young,5,indie poptimism
23907,If I Fell - Remastered 2009,The Beatles,5,british invasion
23908,If I Fell - Remastered 2009,The Beatles,5,classic rock
23909,If I Fell - Remastered 2009,The Beatles,5,merseybeat
23910,If I Fell - Remastered 2009,The Beatles,5,psychedelic rock
23911,If I Fell - Remastered 2009,The Beatles,5,rock
6836,Bright Leaves,Wilco,5,stomp and holler
6835,Bright Leaves,Wilco,5,slow core
55010,Watch the Tapes,LCD Soundsystem,5,dance-punk
55008,Watch the Tapes,LCD Soundsystem,5,alternative dance
46530,Subterranean Homesick Alien - Remastered,Radiohead,5,alternative rock
21051,Herside Story,Goldlink,5,dmv rap
6733,Breathe (In the Air),Pink Floyd,5,art rock
6732,Breathe (In the Air),Pink Floyd,5,album rock
54979,Wasted Hours,Arcade Fire,5,rock
54978,Wasted Hours,Arcade Fire,5,quebec indie
54977,Wasted Hours,Arcade Fire,5,permanent wave
54976,Wasted Hours,Arcade Fire,5,new rave
54975,Wasted Hours,Arcade Fire,5,modern rock
24167,Ill Follow The Sun - Remastered 2009,The Beatles,5,british invasion
54974,Wasted Hours,Arcade Fire,5,indietronica
54973,Wasted Hours,Arcade Fire,5,indie rock
54972,Wasted Hours,Arcade Fire,5,indie pop
54971,Wasted Hours,Arcade Fire,5,garage rock
54970,Wasted Hours,Arcade Fire,5,dance-punk
54969,Wasted Hours,Arcade Fire,5,chamber pop
54968,Wasted Hours,Arcade Fire,5,canadian indie
54967,Wasted Hours,Arcade Fire,5,baroque pop
54966,Wasted Hours,Arcade Fire,5,alternative rock
21050,Herside Story,Goldlink,5,alternative r&b
21052,Herside Story,Goldlink,5,hip hop
6774,Breez (feat. Kasey Jones),Djembe Jones,5,baltimore indie
21053,Herside Story,Goldlink,5,rap
47708,Swimmer,Tennis,5,art pop
47709,Swimmer,Tennis,5,chamber pop
47710,Swimmer,Tennis,5,chillwave
47711,Swimmer,Tennis,5,denver indie
47712,Swimmer,Tennis,5,dream pop
47713,Swimmer,Tennis,5,electropop
47714,Swimmer,Tennis,5,experimental pop
47715,Swimmer,Tennis,5,indie pop
47716,Swimmer,Tennis,5,indie rock
47717,Swimmer,Tennis,5,indie surf
47718,Swimmer,Tennis,5,shimmer pop
6738,Breathe (In the Air),Pink Floyd,5,symphonic rock
6737,Breathe (In the Air),Pink Floyd,5,rock
6736,Breathe (In the Air),Pink Floyd,5,psychedelic rock
6735,Breathe (In the Air),Pink Floyd,5,progressive rock
6734,Breathe (In the Air),Pink Floyd,5,classic rock
21054,Herside Story,Goldlink,5,underground hip hop
47466,Surf,Mac Miller,5,hip hop
46531,Subterranean Homesick Alien - Remastered,Radiohead,5,art rock
26033,Jawbone - Remastered 2000,The Band,5,jam band
47008,Suite: Judy Blue Eyes - 2005 Remaster,"Crosby, Stills & Nash",5,roots rock
47006,Suite: Judy Blue Eyes - 2005 Remaster,"Crosby, Stills & Nash",5,psychedelic rock
47005,Suite: Judy Blue Eyes - 2005 Remaster,"Crosby, Stills & Nash",5,mellow gold
47004,Suite: Judy Blue Eyes - 2005 Remaster,"Crosby, Stills & Nash",5,heartland rock
47003,Suite: Judy Blue Eyes - 2005 Remaster,"Crosby, Stills & Nash",5,folk rock
