,artistName,total_listens,genres
931,Blitzen Trapper,4,new americana
3578,HAIM,4,rock
1612,Chris Stapleton,4,outlaw country
6897,Rayland Baxter,4,chamber pop
3937,Jacob Sigman,4,ann arbor indie
6651,Pretty Lights,4,edm
6627,Portugal. The Man,4,rock
3946,Jai Wolf,4,edm
7232,Sam & Dave,4,classic soul
9830,YG,4,cali rap
6780,RIOPY,4,neo-classical
6779,REZN,4,stoner rock
220,Allen Stone,4,retro soul
9863,Yeek,4,alternative r&b
7316,Schoolboy Q,4,rap
2016,Dan Auerbach,4,rock
3179,G-Eazy,4,rap
1967,DJ Snake,4,electronic trap
8034,Talib Kweli,4,conscious hip hop
1886,Curren$y,4,alternative hip hop
411,Ariel Pink,4,art pop
3220,Galaxie 500,4,noise pop
2031,Danny Brown,4,escape room
2028,Daniela Andrade,4,folk-pop
8147,Terence Blanchard,4,new orleans jazz
7442,Sir Sly,4,shimmer pop
2597,Elder Island,4,vapor soul
3021,Four Tops,4,adult standards
2623,Ella Fitzgerald,4,adult standards
7892,Sugar Candy Mountain,4,oakland indie
5343,Maroon 5,4,pop
594,Band Of Horses,4,indie rock
3106,Freddie Gibbs,4,underground hip hop
7600,Social House,4,pop
3287,Georgia Mass Choir,4,praise
7623,SonReal,4,bc underground hip hop
2732,Erykah Badu,4,afrofuturism
831,Billie Eilish,4,electropop
3233,Gary Clark Jr.,4,blues rock
3266,George Clinton,4,soul
5099,Lotus ,4,jam band
7496,Slow Mass,4,indie punk
486,Avicii,3,big room
9395,Two Friends,3,tropical house
8843,The Sea and Cake,3,american post-rock
5144,Love,3,roots rock
9708,Wild Nothing,3,art pop
1296,BØRNS,3,rock
7745,Statik Selektah,3,underground hip hop
9522,Vincent,3,edm
8756,The New Pornographers,3,alternative rock
2615,Electric Light Orchestra,3,symphonic rock
4185,Jess Williamson,3,alternative americana
1291,Busty and the Bass,3,retro soul
10035,benny blanco,3,pop
8117,Television,3,rock
5746,Morgan Page,3,big room
9869,Yellow Claw,3,electronic trap
699,Belle and Sebastian,3,twee pop
1028,Bomb the Music Industry,3,indie punk
2622,Elephant Revival,3,washboard
6322,PREP,3,indie r&b
1360,Cannonball Adderley,3,vocal jazz
4791,Kodak Black,3,hip hop
8784,The Pharcyde,3,jazz rap
9179,Tiësto,3,edm
5115,Loud Luxury,3,tropical house
8801,The Raconteurs,3,alternative rock
2710,Empty Country,3,garage psych
7719,Sports,3,indie pop
6451,Percy Sledge,3,classic soul
4090,Jazz Addixx,3,jazz rap
4030,Jason Aldean,3,country road
4053,Jay Prince,3,alternative r&b
1439,Cash Cash,3,big room
2674,Elton John,3,glam rock
2688,Emily King,3,urban contemporary
9376,Turnover,3,alternative emo
4820,LANY,3,la pop
4272,Johannes Bornlof,3,calming instrumental
4498,Julie London,3,vocal jazz
1171,Brian Eno,3,experimental
9427,UGK (Underground Kingz),3,dirty south rap
4491,Julia Jacklin,3,sydney indie
2433,Dr. Dre,3,west coast rap
8031,Taj Mahal,3,soul
684,Beirut,3,baroque pop
1188,Broken Bells,3,indietronica
8058,Taylor Swift,3,dance pop
2453,Drake Bell,3,post-teen pop
4471,Jr. Walker & The All Stars,3,funk
98,Abhi The Nomad,3,desi hip hop
4587,Kali Uchis,3,colombian pop
7978,T. Rex,3,dance rock
5896,NGHTMRE,3,electronic trap
80,A$AP Mob,3,southern hip hop
5884,NAV,3,rap
7973,T-Pain,3,urban contemporary
9434,Umphreys McGee,3,jam band
2328,Dispatch,3,stomp and holler
4538,Justin Bieber,3,post-teen pop
4634,Kat Wright,3,vermont indie
9019,The Weeknd,3,pop
7798,Stereolab,3,experimental pop
1068,Bonobo,3,electronica
2831,Fat Joe,3,bronx hip hop
1258,Buffalo Springfield,3,classic rock
4282,John Cale,3,art pop
4691,Kevin Abstract,3,rap
8079,Tedeschi Trucks Band,3,blues rock
8092,Tee Grizzley,3,hip hop
2500,Dumpstaphunk,3,funk rock
10079,moe.,3,jam band
336,Angus & Julia Stone,3,neo mellow
1235,Bruce Springsteen,3,classic rock
7826,Steve Miller Band,3,folk rock
4370,John Mellencamp,3,album rock
7230,Sabrina Claudio,3,pop
2055,Dave,3,uk hip hop
9792,Wynton Marsalis,3,classical trumpet
9667,Whethan,3,vapor soul
7397,Shuggie Otis,3,afrobeat
9229,Tomppabeats,3,lo-fi beats
9213,Tom Petty,3,soft rock
5063,Little Simz,3,trap queen
807,Bill Evans,3,jazz fusion
250,Alt-J,3,modern rock
5552,Michael Bublé,3,adult standards
258,Ambar Lucid,3,bedroom pop
7408,Sigala,3,edm
4946,Lettuce,3,modern funk
4941,Leonard Cohen,3,singer-songwriter
3564,Gwen McCrae,3,classic soul
5323,Maribou State,3,electronica
8374,The Cure,3,rock
3109,Free Nationals,3,indie soul
3668,Hezekiah Walker,3,gospel
1576,Cherry Glazerr,3,indie surf
8671,The Mamas & The Papas,3,rock
3678,Hippie Sabotage,3,edm
5314,Manwolves,3,bedroom soul
8674,The Marías,3,bedroom pop
8679,The Meters,3,afrobeat
1556,Charlotte Day Wilson,3,soul
6841,Rage Against The Machine,3,rock
3720,Hot Chip,3,alternative dance
234,Allman Brothers Band,3,hard rock
3637,Hearts & Colors,3,post-teen pop
5556,Michael Jackson,3,pop
3368,Goose,3,jamtronica
7174,SBTRKT,3,indie r&b
7281,Sarah Jarosz,3,stomp and holler
7282,Sarah Vaughan,3,adult standards
7166,SALES,3,orlando indie
7155,Ryan Montbleau,3,new americana
3399,Graham Nash,3,classic rock
4992,Lil Pump,3,rap
5031,Lit,3,alternative rock
7199,STRFKR,3,vapor soul
5356,Marshmello,3,brostep
8439,The Doors,3,rock
7132,Run The Jewels,3,hip hop
3476,Greensky Bluegrass,3,new americana
830,Bill Withers,3,soul
3181,G. Love & Special Sauce,3,reggae rock
8407,The Devil Makes Three,3,western americana
1895,Current Joys,3,indie garage rock
7358,Sharon Jones & The Dap-Kings,3,afrobeat
3538,Guns N Roses,3,glam metal
3429,Grandaddy,3,alternative rock
4986,Lil Mosey,3,vapor trap
860,Billy Preston,3,funk
1500,Cate Le Bon,3,indie folk
7490,Slave,3,soul
6677,Psychedelic Porn Crumpets,3,australian garage punk
2931,Fitz and The Tantrums,3,rock
960,Blue Oyster Cult,3,soft rock
7499,Slowdive,3,alternative rock
10053,dijon,3,alternative r&b
2009,Damian Marley,3,reggae fusion
8714,The Modern Lovers,3,punk blues
6775,REASON,3,underground hip hop
3809,Iration,3,reggae rock
7449,Skegss,3,indie surf
938,BlocBoy JB,3,vapor trap
1515,Ceramic Animal,3,neo-psychedelic
218,Allan Kingdom,3,underground hip hop
800,Big Words,3,australian r&b
7529,Smallpools,3,indietronica
3938,Jai Paul,3,art pop
2893,Fenne Lily,3,bristol indie
