,trackName,artistName,total_listens_track,genres
4923,Best Clockmaker on Mars,Sturgill Simpson,4,roots rock
10819,"Crumbling Light Posts, Pt. 1",St. Paul & The Broken Bones,4,soul
56637,White Ferrari,Frank Ocean,4,alternative r&b
5279,Big Time Receiver,Delicate Steve,4,new jersey indie
9552,Closer,The Chainsmokers,4,tropical house
59106,oh baby,LCD Soundsystem,4,indie rock
54008,Up On Cripple Creek - Alternate Take / Remastered 2000,The Band,4,psychedelic rock
9614,Cocoa Butter Kisses,Chance the Rapper,4,hip hop
9920,Come Rain or Come Shine,Ray Charles,4,vocal jazz
5176,Big Poppa - 2005 Remaster,The Notorious B.I.G.,4,hip hop
9594,Cocaine,Eric Clapton,4,album rock
56614,Whispering Pines - Remastered 2000,The Band,4,cosmic american
9465,City of Angels,The Head and the Heart,4,indie pop
59001,everything,Nas,4,hip hop
5784,Blah Blah Blah,Armin van Buuren,4,edm
5787,Blah Blah Blah,Brother Ali,4,abstract hip hop
601,30 Hours,Kanye West,4,chicago rap
603,30000 Megatons,Pond,4,indie rock
12039,Dear Prudence - 2018 Mix,The Beatles,4,rock
904,A Good Look,Sturgill Simpson,4,alternative americana
53845,Unfucktheworld,Angel Olsen,4,indie rock
58879,[untitled],Neutral Milk Hotel,4,chamber pop
9822,Colours to Life,Temples,4,neo-psychedelic
59276,wtf,boy pablo,4,indie pop
67,(I Dont Want to Be A) Billionaire,Theo Katzman,4,modern funk
6132,Blue in Green,Miles Davis,4,bebop
53362,Two Princes,Spin Doctors,4,rock
58831,ZIPPER,BROCKHAMPTON,4,rap
53873,Unknown Legend,Shovels & Rope,4,stomp and holler
9777,Colorado,KOTA The Friend,4,underground hip hop
927,A Hard Days Night - Remastered 2009,The Beatles,4,rock
8956,Chicago,Frank Sinatra,4,lounge
55975,What Would Meek Do?,Pusha T,4,underground hip hop
56667,White Light,Real Estate,4,new jersey indie
58865,Zond,Pond,4,indie rock
54299,Vibin Out with ((( O ))),FKJ,4,indie soul
26872,Keep Your Name,Dirty Projectors,3,freak folk
5647,"Black Throated Wind - Live at Bickershaw Festival, Wigan, England 5/7/1972",Grateful Dead,3,jam band
46681,Sugah Daddy,DAngelo,3,r&b
5655,"Black Throated Wind - Live at Civic Hall, Rotterdam, Holland 5/11/1972",Grateful Dead,3,folk rock
46331,Stranger,Dr. Dog,3,modern rock
7080,Bryn,Vampire Weekend,3,modern rock
5559,Black Licorice,Peach Pit,3,indie pop
7138,Buggin Out,A Tribe Called Quest,3,alternative hip hop
23687,"I Want You - Live at Oakland Coliseum, Oakland, CA - July 1987",Bob Dylan,3,mellow gold
46772,"Sugar Magnolia - Live at Lyceum, London, England 5/24/1972",Grateful Dead,3,rock
26880,Keep in the Dark,Temples,3,neo-psychedelic
22879,I Dont Wanna Miss You,Twin Peaks,3,chicago indie
46796,"Sugar Magnolia - Live at Veterans Memorial Coliseum, New Haven, CT, May 10, 1978",Grateful Dead,3,jam band
26432,Jukebox Joints (feat. Joe Fox & Kanye West),A$AP Rocky,3,rap
22861,I Dont Mind if Youre Around,Blac Rabbit,3,neo-psychedelic
23739,I Went To The Store One Day,Father John Misty,3,freak folk
23662,I Want You,Bob Dylan,3,folk
26512,Jungle,Drake,3,canadian hip hop
26473,Jump,Mac Miller,3,rap
26443,Julia,Mt. Joy,3,indie folk
23188,"I Know You Rider - Live at Civic Hall, Rotterdam, Holland 5/11/1972",Grateful Dead,3,classic rock
23472,I Say a Little Prayer,Aretha Franklin,3,jazz blues
7000,Brown Eyed Girl,Van Morrison,3,folk rock
7029,Brown Sugar,DAngelo,3,funk
26660,Just Playing (Dreams) - 2005 Remaster,The Notorious B.I.G.,3,east coast hip hop
23421,I Of The Storm,Of Monsters And Men,3,folk-pop
46401,Strawberry Letter 23,Shuggie Otis,3,afrobeat
44826,Someday You Will Be Loved,Death Cab for Cutie,3,indie pop
46476,Stubborn Love,The Lumineers,3,stomp and holler
55473,We Will Become Silhouettes - Remastered,The Postal Service,3,indie pop
44795,Someday,Dr. Dog,3,stomp and holler
23434,I Only Wear Blue,Dr. Dog,3,chamber pop
23167,I Know What Its Like,Jeff Tweedy,3,singer-songwriter
46353,Strangers,The Kinks,3,rock
26607,Just Dont Give A Fuck,Eminem,3,detroit hip hop
23604,I Wanna Be Your Mirror,Temples,3,neo-psychedelic
23583,I Wanna Be Good,The Walters,3,indie pop
23551,I Think Youre Alright,Jay Som,3,dream pop
23512,I Stand Corrected,Vampire Weekend,3,modern rock
23505,I Should Have Known Better - Remastered 2009,The Beatles,3,rock
23562,I Thought About Killing You,Kanye West,3,rap
25443,"It Must Have Been the Roses - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78",Grateful Dead,3,psychedelic rock
24192,Ill Try,Hers,3,indie pop
6353,Bones,Crumb,3,indie garage rock
25738,Its a War,Trampled by Turtles,3,indie folk
24931,Inaudible Melodies,Jack Johnson,3,neo mellow
24923,In the Morning of the Magicians,The Flaming Lips,3,rock
6004,Blue Jay Way - Remastered 2009,The Beatles,3,rock
45680,Stage or Screen,Unknown Mortal Orchestra,3,psychedelic pop
45197,Soundtrack 2 My Life,Kid Cudi,3,rap
25617,Its Midnight,St. Paul & The Broken Bones,3,retro soul
56027,What up Dawg - Live,Twin Peaks,3,chicago indie
45669,Stable Song,Death Cab for Cutie,3,washington indie
6459,Born to Be Needed,Tennis,3,art pop
25941,Jacksonville,Sufjan Stevens,3,chamber pop
25980,James Brown,Cage The Elephant,3,garage rock
45793,Stardust,Willie Nelson,3,classic country pop
25931,Jackie Wants a Black Eye,Dr. Dog,3,stomp and holler
7168,Build Me Up From Bones,Sarah Jarosz,3,indie folk
55801,What Am I to Do?,Ezra Collective,3,uk contemporary jazz
6398,Border Line,King Krule,3,art pop
45404,Special Moment - Audiotree Live Version,Post Animal,3,neo-psychedelic
55921,What Sarah Said,Death Cab for Cutie,3,indie rock
25484,It Wont Be Long - Remastered 2009,The Beatles,3,british invasion
55951,What Would I Want? Sky,Animal Collective,3,alternative dance
12140,"Decatur, or, Round of Applause for Your Step-Mother!",Sufjan Stevens,3,indie folk
6278,Body,Loud Luxury,3,dance pop
25194,Irene,Beach House,3,modern dream pop
45469,Spitshine,Smino,3,alternative r&b
6157,Blueberry Faygo,Lil Mosey,3,melodic rap
25367,It Gets Funkier III,Vulfpeck,3,instrumental funk
25103,Intl Players Anthem (I Choose You) (feat. OutKast),UGK (Underground Kingz),3,southern hip hop
25534,Its All Too Much - Remastered 2009,The Beatles,3,british invasion
25035,Inside Friend (feat. John Mayer),Leon Bridges,3,soul
45661,St. Vulgar St.,Twin Peaks,3,chicago indie
25512,Its All Coming Out,Temples,3,garage rock
6727,Breakin Dawn,Brother Ali,3,alternative hip hop
6747,Breathe In Breathe Out,Kanye West,3,chicago rap
24067,Ill Be Around,The Growlers,3,indie surf
26287,John My Beloved,Sufjan Stevens,3,chamber pop
45005,Somewhere in Paradise (feat. Jeremih & R. Kelly),Chance the Rapper,3,rap
5764,Blackbird - Take 28,The Beatles,3,rock
6669,Brand New Car,Action Bronson,3,east coast hip hop
26254,JoHn Muir,ScHoolboy Q,3,gangster rap
24131,Ill Be Your Woman,St. Paul & The Broken Bones,3,soul
5751,Blackbird - Esher Demo,The Beatles,3,rock
23914,If I Had,Eminem,3,hip hop
6849,Bring Me Down,Kanye West,3,chicago rap
23891,If I Am Only My Thoughts,Loving,3,victoria bc indie
46208,Stolen Dance,Milky Chance,3,german pop
23765,I Will Always Love You,Whitney Houston,3,urban contemporary
55576,Weird Divide,The Shins,3,albuquerque indie
26400,Judy Is a Punk - 2016 Remaster,Ramones,3,skate punk
44972,Something in Water,Men I Trust,3,indie pop
6494,Bottle Rocket,The Weeks,3,deep new americana
24588,In A Drawer,Band Of Horses,3,modern rock
45863,Start Me Up - Remastered,The Rolling Stones,3,protopunk
45885,Starwatcher,The Decemberists,3,alternative rock
5930,Blowin in the Wind,Bob Dylan,3,rock
24321,Im On Fire,Soccer Mommy,3,art pop
6505,Bouncing Around the Room,Phish,3,blues rock
24671,In My Heart,Common Holly,3,quebec indie
24606,In Bloom,Sturgill Simpson,3,roots rock
45082,Sons & Daughters,The Decemberists,3,stomp and holler
45898,State Line,The Dip,3,retro soul
55719,West Savannah,OutKast,3,southern hip hop
6623,Brain Damage,Eminem,3,detroit hip hop
45975,Stay Away from My Baby,Banes World,3,bedroom pop
26207,Jesus Walks,Kanye West,3,rap
26154,Jerome,Mick Jenkins,3,chicago rap
47427,"Supplication - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",Grateful Dead,3,jam band
49140,The Bloodiest,Jay Rock,3,gangster rap
8919,Cherry Hearts,The Shins,3,garage rock
49123,"The Black Hawk War, Or, How to Demolish an Entire Civilization and Still Feel Good About Yourself In the Morning, Or, We Apologize for the Inconvenience But Youre Going to Have to Leave Now, Or...",Sufjan Stevens,3,baroque pop
49182,The Boxer,Bob Dylan,3,classic rock
8957,Chicago,Graham Nash,3,classic rock
18671,Going Bad (feat. Drake),Meek Mill,3,trap
18836,Golden,Harry Styles,3,pop
49006,The Arrangement,Beach House,3,chamber pop
18916,Gone For Good,The Shins,3,stomp and holler
18892,Gone,Kanye West,3,rap
54368,Villuminati,J. Cole,3,rap
48539,TenTwentyTen,Generationals,3,alternative dance
18374,Give It to Me,Homeshake,3,quebec indie
49268,The Celibate Life,The Shins,3,alternative rock
49295,The Cold,together PANGEA,3,indie garage rock
18385,Give My Heart a Little Break,Summer Salt,3,indie pop
18345,Girls Like You (feat. Cardi B),Maroon 5,3,pop rock
54260,Vex Oh (feat. Eight9FLY),KAYTRANADA,3,lgbtq+ hip hop
18254,Gin And Juice (feat. Dat Nigga Daz),Snoop Dogg,3,west coast rap
54217,Vanille fraise,LImpératrice,3,new french touch
18482,Go Back Home,FKJ,3,filter house
54300,Vibrate,OutKast,3,atl hip hop
8990,Chicken Grease,DAngelo,3,alternative r&b
9003,Child,Acid Dad,3,neo-psychedelic
49003,"The Apprentice (feat. RagnBone Man, Zebra Katz & RAY BLK)",Gorillaz,3,art pop
8663,Chanel,Frank Ocean,3,neo soul
8621,Chaining Day,J. Cole,3,rap
19639,Guap,Big Sean,3,trap
19545,Grey Luh,Berhana,3,indie soul
19452,Greatdayndamornin/Booty,DAngelo,3,urban contemporary
19424,Gray Area (feat. Mick Jenkins),KAYTRANADA,3,lgbtq+ hip hop
48769,Terrorist Threats (feat. Danny Brown & Jhene Aiko),Ab-Soul,3,alternative hip hop
19660,Guilty,(Sandy) Alex G,3,alternative rock
19709,Gunz N Butter (feat. Juicy J),A$AP Rocky,3,southern hip hop
48861,That Glow,St. Paul & The Broken Bones,3,indie folk
8780,Chapter Six,Kendrick Lamar,3,conscious hip hop
8784,Chapter Ten,Kendrick Lamar,3,conscious hip hop
54401,"Violin Concerto No.1 in A minor, BWV 1041: 2. Andante",Johann Sebastian Bach,3,german baroque
8810,Charleys Girl,Lou Reed,3,art rock
19001,Good Good Lovin,The California Honeydrops,3,modern funk
48851,That Easy,Yellow Days,3,bedroom pop
48775,Terry,Action Bronson,3,alternative hip hop
19279,Gosh,Jamie xx,3,new rave
19260,Goodbyes (Feat. Young Thug),Post Malone,3,rap
19255,Goodbye Weekend,Mac DeMarco,3,edmonton indie
48794,Test of Time,Temples,3,garage rock
19205,Good to Be Alone - Audiotree Live Version,Theo Katzman,3,retro soul
19193,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,3,trap queen
38338,"Playing in the Band - Live at La Grande Salle du Grand Theatre, Luxembourg 5/16/1972",Grateful Dead,3,rock
18203,Giant,Vampire Weekend,3,modern rock
49992,The Jam,A Tribe Called Quest,3,alternative hip hop
49930,The Hours,Beach House,3,indie pop
17137,Franklins Tower - 2006 Remaster,Grateful Dead,3,roots rock
17470,From Time,Drake,3,rap
17092,Foxey Lady,Jimi Hendrix,3,rock
17085,Fourth of July,Sufjan Stevens,3,singer-songwriter
17421,"Friend of the Devil - Live at Harpur College, Binghamton, NY, May 2, 1970",Grateful Dead,3,roots rock
17394,Friend of the Devil - 2001 Remaster,Grateful Dead,3,roots rock
49819,The Guesser,Temples,3,garage rock
9622,Cocoon,Jack Johnson,3,neo mellow
9761,Cold Water,Major Lazer,3,tropical house
9763,Colder Than Ice,Pond,3,indietronica
53903,Untitled,Rex Orange County,3,indie r&b
16878,For Whom The Bell Tolls,J. Cole,3,rap
50098,The Lesson,The Lemon Twigs,3,baroque pop
50117,The Light,Mick Jenkins,3,chicago rap
16731,Follow Me,Uncle Kracker,3,post-grunge
50145,The London (feat. J. Cole & Travis Scott),Young Thug,3,atl hip hop
53947,Up All Night,The War On Drugs,3,philly indie
16930,Foreplay,Jalen Santoy,3,nc hip hop
17071,FourFiveSeconds,Rihanna,3,urban contemporary
9712,Cold Little Heart - Radio Edit,Michael Kiwanuka,3,british soul
17007,Forget About Life,Alvvays,3,toronto indie
54073,Ur Life One Night,Unknown Mortal Orchestra,3,new rave
17907,Georgia On My Mind,Ray Charles,3,adult standards
54082,Us,Brother Ali,3,underground rap
9344,Church / Liquor Store,Saba,3,chicago rap
9513,Cleopatras Cat,Spin Doctors,3,rock
49598,The Festival (feat. Little Dragon),Mac Miller,3,hip hop
17806,Garden Song,Phoebe Bridgers,3,indie rock
54169,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,3,neo soul
54144,Used to Be - 2008 Single Version,Beach House,3,modern dream pop
9268,Christ for President,Billy Bragg,3,alternative rock
17788,Games,Brother Ali,3,underground rap
17613,Funny Not To Care,Lake Street Dive,3,stomp and holler
54050,Upside Down,Jack Johnson and Friends,3,neo mellow
17588,Funky I Like It,Babe Rainbow,3,neo-psychedelic
49708,The Genesis,Nas,3,conscious hip hop
17559,Full Catastrophe,Summer Salt,3,indie pop
9507,Cleopatra,The Lumineers,3,folk-pop
17501,FromdaTomb$,Joey Bada$$,3,underground hip hop
9428,City Boy Blues,Action Bronson,3,underground hip hop
17778,Game Winner (Remix),Joey Dosik,3,retro soul
9407,Citizens,Wilco,3,alternative country
17737,GUMMY,BROCKHAMPTON,3,rap
19753,H.f.g.w (Canyons Drunken Rage),Tame Impala,3,australian psych
21708,Holy Dances,Beach House,3,indie rock
21776,Home Again,Beach House,3,experimental pop
47407,Superstition,Stevie Wonder,3,adult standards
21683,Hollywood Divorce (feat. Snoop Dogg & Lil Wayne),OutKast,3,hip hop
7458,CHANCES,KAYTRANADA,3,escape room
7469,CINEMA 2,BROCKHAMPTON,3,boy band
21972,Horizon,Real Estate,3,shimmer pop
55175,We Aint Feeling Time,FKJ,3,indie soul
21801,Home of a Heart (The Woods),The Lemon Twigs,3,psychedelic pop
21782,Home Soon,DOPE LEMON,3,australian indie
47580,Sweet Home Chicago,Eric Clapton,3,album rock
47537,Sweet Angel,Jimi Hendrix,3,blues rock
21473,Hold Me Down,Daniel Caesar,3,pop
47559,Sweet Child O Mine,Guns N Roses,3,glam metal
21440,Ho Hey,The Lumineers,3,stomp and holler
21395,Highway Chile,Jimi Hendrix,3,rock
47521,Sweatin Somethin Awful,Okey Dokey,3,nashville indie
21680,Hollywood (feat. Snoop Dogg & Jamie Principle),Gorillaz,3,art pop
44657,Solo Dolo (Nightmare),Kid Cudi,3,pop rap
7649,Called To Tell You,Theo Katzman,3,modern funk
47452,Sure Is Nice,Natural Child,3,freak folk
47482,Survival Tactics,Joey Bada$$,3,conscious hip hop
47489,Suspicious,Moon Taxi,3,indie pop
47264,Sunflower,Rex Orange County,3,pop
46917,"Sugaree - Live at Civic Hall, Rotterdam, Holland 5/11/1972",Grateful Dead,3,roots rock
22647,I Am Trying to Break Your Heart,Jeff Tweedy,3,chamber pop
22623,I Am Easy To Find,The National,3,modern rock
46973,Suicidal Thoughts - 2005 Remaster,The Notorious B.I.G.,3,east coast hip hop
7405,Bye Bye Baby,Noname,3,rap
55349,We Find Love,Daniel Caesar,3,pop
47052,Summer Girl - Bonus Track,HAIM,3,dance pop
22816,I Do Not Care for the Winter Sun,Beach House,3,modern dream pop
22768,I Cant See Myself Leaving You,Aretha Franklin,3,southern soul
22403,Humility (feat. George Benson),Gorillaz,3,art pop
22394,Humbug Mountain Song,Fruit Bats,3,stomp and holler
47183,Sun Come Down,CHANCE THE RAPPER,3,conscious hip hop
7380,By My Side,Kat Wright,3,deep new americana
22153,House Of The Rising Sun,The Animals,3,rock
22145,House Of Glass,Cage The Elephant,3,rock
47220,Sunburn,Dehd,3,garage psych
7350,Buttons,Mac Miller,3,rap
47084,Summer Teeth,Wilco,3,alternative country
55307,We Can Work It Out - Remastered 2015,The Beatles,3,rock
7766,Candy Says,The Velvet Underground,3,alternative rock
20286,Harvey,Hers,3,indie pop
48252,Tammys Song (Her Evils),Kendrick Lamar,3,conscious hip hop
8178,Carolina In My Mind,James Taylor,3,classic rock
20638,Heaven Is a Bedroom,TV Girl,3,chillwave
48265,Tap (feat. Meek Mill),NAV,3,canadian hip hop
20215,Hardknock,Joey Bada$$,3,underground hip hop
54713,Walk On the Wild Side,Lou Reed,3,singer-songwriter
20400,Hawaiian Boi,Triathalon,3,indie garage rock
48182,Talk,Khalid,3,pop
48082,Take The Kids Off Broadway,Foxygen,3,neo-psychedelic
20627,Heat Wave,Snail Mail,3,indie rock
20608,Heartworms,The Shins,3,stomp and holler
20591,Heartbreaker,Alabama Shakes,3,rock
20474,Headlines,Drake,3,toronto rap
54672,Wala Cam,Chance the Rapper,3,conscious hip hop
54669,Wakin on a Pretty Day,Kurt Vile,3,roots rock
19996,Hands Down,The Greeting Committee,3,modern rock
54655,Wake Up Mr. West,Kanye West,3,rap
48460,Tell Me (Whats On Your Mind),Allah-Las,3,freak folk
19776,HONEY,BROCKHAMPTON,3,rap
8567,Ceiling Zero,Mild High Club,3,indie garage rock
20154,Hard Piano,Pusha T,3,underground hip hop
8314,"Casey Jones - Live at Civic Hall, Rotterdam, Holland 5/11/1972",Grateful Dead,3,classic rock
48336,Teach Me,Joey Bada$$,3,conscious hip hop
20099,Happy Camper,Summer Salt,3,indie pop
21129,Hey Allison!,Jeff Rosenstock,3,anti-folk
47769,Swingin Party - 2008 Remaster,The Replacements,3,permanent wave
7845,Cant Buy Me Love - Remastered 2009,The Beatles,3,british invasion
7850,Cant Catch Me,Avicii,3,big room
47933,Tailwhip,Men I Trust,3,indie pop
20893,Helter Skelter - Second Version / Take 17,The Beatles,3,rock
47737,Swing Lo Magellan,Dirty Projectors,3,art pop
21192,Hey Jude - Remastered 2015,The Beatles,3,rock
54904,Warned You,Good Morning,3,indie garage rock
8009,Can’t Keep Checking My Phone,Unknown Mortal Orchestra,3,dream pop
20671,Heavy Chevy (Bonus Track),Alabama Shakes,3,rock
20653,Heaven Only Knows,Towkio,3,underground hip hop
54874,Wanna Know Remix (feat. Drake),Dave,3,uk hip hop
47987,Take Me Home,Brother Ali,3,abstract hip hop
54896,Warm on a Cold Night,HONNE,3,uk pop
7974,Cant Take That Away,Brother Ali,3,abstract hip hop
48027,Take Me as I Am (Or Let Me Go),Bob Dylan,3,album rock
7982,Cant You Hear Me Knocking - Remastered,The Rolling Stones,3,album rock
34971,Norway - iTunes Session Remix,Beach House,3,dream pop
40129,Red Light Kisses,Lake Street Dive,3,new americana
1670,Aint That Some Shit (Interlude),J. Cole,3,conscious hip hop
40195,Reelin In The Years,Steely Dan,3,album rock
58479,Young Blood,The Districts,3,lancaster pa indie
35208,Nothing to Hide,Allah-Las,3,indie garage rock
58545,Your Algebra,The Shins,3,alternative rock
40002,Real Love,Beach House,3,indie rock
40021,Reality In Motion - GUM Remix,Tame Impala,3,australian psych
58529,Younger Days,Mt. Joy,3,stomp and holler
35094,Not My Baby,Alvvays,3,art pop
40066,Rebirth of Slick (Cool Like Dat),Digable Planets,3,afrofuturism
34938,North American Scum,LCD Soundsystem,3,rock
35979,On the Sea,Beach House,3,experimental pop
34731,No Shade in the Shadow of The Cross,Sufjan Stevens,3,indie folk
34777,No Werewolf,Allah-Las,3,noise pop
34744,No Surprises,Radiohead,3,rock
1718,Airbag,Radiohead,3,permanent wave
1774,Alabaster,Post Animal,3,indie garage rock
40345,Respect - 2005 Remaster,The Notorious B.I.G.,3,east coast hip hop
40401,Revolution - Esher Demo,The Beatles,3,british invasion
34892,Nonstop,Drake,3,hip hop
34818,Nobody Cares,Ray Charles,3,vocal jazz
40286,Remember When,Wallows,3,indie pop
35706,Old Alabama (feat. Alabama),Brad Paisley,3,country road
35771,Oliver James,Fleet Foxes,3,stomp and holler
35724,Old Friends,Pinegrove,3,small room
1263,Aberdeen,Cage The Elephant,3,punk blues
35687,Ohio,King Princess,3,pop
1328,Acetone,Vundabar,3,boston indie
35638,Oh Yoko! - Remastered 2010,John Lennon,3,rock
1171,"A short reprise for Mary Todd, who went insane, but for very good reasons",Sufjan Stevens,3,baroque pop
35915,On Your Way,Alabama Shakes,3,rock
1166,A conjunction of drones simulating the way in which Sufjan Stevens has an existential crisis in the Great Godfrey Maze,Sufjan Stevens,3,baroque pop
1199,A/B,Pond,3,indie rock
1204,ALASKA,BROCKHAMPTON,3,boy band
35399,"Ob-La-Di, Ob-La-Da - Take 3",The Beatles,3,classic rock
1434,Adult Diversion,Alvvays,3,indie rock
35459,Ocean Blue,Twin Peaks,3,modern power pop
35420,Oblivions,The National,3,modern rock
1374,Across The Universe - Take 2 / Anthology 2 Version,The Beatles,3,british invasion
35387,Oasis2: Maps,Kweku Collins,3,underground hip hop
58607,Your Life Away,Post Animal,3,indie garage rock
35571,Oh My God,A Tribe Called Quest,3,rap
35546,Oh Devil - Radio Version,Electric Guest,3,vapor soul
1407,Addiction,Kanye West,3,chicago rap
35493,Off My Line,Spin Doctors,3,rock
34532,No God Only Religion,Spiritualized,3,slow core
40792,Rivolta,Polo & Pan,3,dark disco
2283,All of Me Wants All of You,Sufjan Stevens,3,singer-songwriter
2298,All or Nothing (feat. Tall Heights),Ryan Montbleau,3,deep new americana
2312,All the Trees of the Field Will Clap Their Hands,Sufjan Stevens,3,baroque pop
58114,You Cant Always Get What You Want,The Rolling Stones,3,rock
33608,Natural Villain,Twin Peaks,3,modern power pop
33568,Narcos,Migos,3,trap
33874,Never Catch Me,Flying Lotus,3,glitch hop
33805,Neon Skyline,Andy Shauf,3,deep new americana
58186,You Dont Know This Guy,Hers,3,indie pop
33814,Neptune,James McAlister,3,experimental pop
33799,Neon Lights,DOPE LEMON,3,australian indie
2180,All This Useless Energy,Jeff Rosenstock,3,alternative emo
58154,You Deserve This (Album V),Men I Trust,3,indie pop
2422,Alright,Men I Trust,3,indie pop
33229,My Girls,Animal Collective,3,freak folk
33259,My Hearts Not In It,Yo La Tengo,3,freak folk
33521,Nakamarra (feat. Q-Tip) (feat. Q-Tip),Hiatus Kaiyote,3,shiver pop
2567,America The Beautiful,Ray Charles,3,adult standards
33470,N.Y. State of Mind,Nas,3,rap
40888,Rock And Roll Music - Remastered 2009,The Beatles,3,british invasion
33350,My Name Is,Eminem,3,rap
40965,Rockin My Paw,Summer Salt,3,indie garage rock
34305,Nickel Bags,Digable Planets,3,rap
40467,Rhymes Like Dimes,MF DOOM,3,hardcore hip hop
1930,All Hail,The Devil Makes Three,3,indie folk
34313,Niggaz Know,J. Cole,3,rap
58304,You Really Got a Hold on Me,Percy Sledge,3,soul
34273,Next to You (feat. Kazu Makino),Sam Evian,3,neo-psychedelic
40612,Right Before My Eyes - Unpeeled,Cage The Elephant,3,garage rock
1872,"All Along the Watchtower - Live at Anaheim Stadium, Anaheim, CA - July 1987",Bob Dylan,3,folk rock
1882,All Blues,Miles Davis,3,bebop
34414,Nina,Crumb,3,neo-psychedelic
33991,New Beat,Toro Y Moi,3,new rave
34042,"New Minglewood Blues - Live at Community War Memorial, Rochester, NY, November 5, 1977",Grateful Dead,3,psychedelic rock
58239,You Know My Name (Look Up The Number) - Remastered 2009,The Beatles,3,rock
2001,All Ive Got To Do - Remastered 2009,The Beatles,3,british invasion
33948,"Never in My Arms, Always in My Heart",The Lemon Twigs,3,psychedelic pop
33899,Never Let Me Down,Kanye West,3,rap
34063,"New Minglewood Blues - Live at Winterland Arena, San Francisco, CA, December 29, 1977",Grateful Dead,3,classic rock
2006,All Join In,Temples,3,garage rock
34147,New Year,Beach House,3,modern dream pop
44601,Sodium Vapor,Lotus ,3,livetronica
37305,Paris 1919,John Cale,3,roots rock
38934,Pretty Things,Big Thief,3,indie folk
59089,monster,21 Savage,3,trap
38980,Private Shield,Post Animal,3,indie garage rock
37267,Paradise Child,Damian Marley,3,reggae fusion
441,1nce Again (feat. Tammy Lucas) - Radio Version,A Tribe Called Quest,3,rap
38886,Pressed In A Book,The Shins,3,indie pop
59133,pick up the phone,Travis Scott,3,rap
479,2024,Cage The Elephant,3,garage rock
37429,Passing Out Pieces,Mac DeMarco,3,edmonton indie
37409,Passenger Seat,Death Cab for Cutie,3,washington indie
715,500 Benz,Joey Bada$$,3,conscious hip hop
678,4EVER,Clairo,3,bedroom pop
39148,Proud Of U (feat. Young Thug),EARTHGANG,3,atl hip hop
39152,Provider,Frank Ocean,3,alternative r&b
658,41 Mosquitoes Flying In Formation,Tame Impala,3,australian psych
39244,Purity (feat. Frank Ocean),A$AP Rocky,3,east coast hip hop
732,514,Mick Jenkins,3,chicago rap
653,40 Mark Strasse,The Shins,3,stomp and holler
37133,Painting a Hole,The Shins,3,alternative rock
39011,Programs,Mac Miller,3,hip hop
569,2am,Slightly Stoopid,3,reggae fusion
631,4 Your Eyez Only,J. Cole,3,conscious hip hop
159,...While Youre Alive,Jeff Rosenstock,3,lo-fi
38499,Poe Mans Dreams (His Vice) (feat. GLC),Kendrick Lamar,3,rap
38030,Piggies - 2018 Mix,The Beatles,3,rock
37868,Photograph,J. Cole,3,rap
189,"1 for 1, DiMaggio",Vulfpeck,3,ann arbor indie
192,10 Mile Stereo,Beach House,3,art pop
59278,yellow is the color of her eyes,Soccer Mommy,3,art pop
38242,Play the Game,Beach House,3,dream pop
38438,Pleaser,Wallows,3,indie pop
59288,¿Whodunit?,Mild High Club,3,neo-psychedelic
386,1950,King Princess,3,electropop
59191,tkm,boy pablo,3,bergen indie
59180,t-shirt,boy pablo,3,norwegian indie
38829,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,3,east coast hip hop
390,1979 - Remastered 2012,Smashing Pumpkins,3,alternative metal
38877,Preoccupied,Slow Pulp,3,chicago indie
38787,Power Trip (feat. Miguel),J. Cole,3,rap
225,10 Minutes 10 Years - Audiotree Live Version,Tennis,3,art pop
236,10%,KAYTRANADA,3,escape room
246,10/10,Rex Orange County,3,bedroom pop
257,100 Years from Now,Theo Katzman,3,modern funk
37676,People Everywhere (Still Alive),Khruangbin,3,soul
39271,Pursuit Of Happiness (Nightmare),Kid Cudi,3,hip hop
36269,One Touch,LCD Soundsystem,3,alternative dance
36292,One Way Trigger,The Strokes,3,garage rock
58871,Zoom Zoom,Polo & Pan,3,new french touch
36252,One Time 4 Your Mind,Nas,3,rap
36233,One Thing,Beach House,3,modern dream pop
39525,Racing Stripes,Bombay Bicycle Club,3,new rave
36347,One last Whoo-hoo! for the Pullman,Sufjan Stevens,3,baroque pop
36362,One of Us Must Know (Sooner or Later),Bob Dylan,3,singer-songwriter
36346,One by One All Day,The Shins,3,stomp and holler
892,A Fool for You,Ray Charles,3,vocal jazz
36069,One Last Time,Summer Salt,3,indie garage rock
1044,A Question Isnt Answered,Temples,3,neo-psychedelic
1054,A Shot in the Arm,Wilco,3,alternative country
1098,A Sunday Kind Of Love,Etta James,3,adult standards
1104,A Tale of 2 Citiez,J. Cole,3,conscious hip hop
58824,Z4L (with Bari & Jay2),Smino,3,alternative r&b
980,"A Long Slow Little Wave / Citizen, an Activity",Loving,3,experimental pop
36215,One Percent,Gorillaz,3,art pop
